City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,port hueneme,34.1478,-119.1951,16.87,58,0,5.66,US,1707522564
366,caxito,-8.5785,13.6643,26.18,89,90,1.2,AO,1707522564
367,kurchatov,51.6601,35.6521,-8.91,93,100,2.3,RU,1707522564
368,airuk,7.2772,168.8203,27.04,80,100,10.79,MH,1707522565
369,cole harbour,44.6724,-63.4751,0.66,88,20,1.54,CA,1707522565
370,nagqu,31.5,92.0,-18.84,45,0,2.2,CN,1707522565
371,huntingburg,38.2989,-86.955,16.05,77,20,6.69,US,1707522565
372,kamyzyak,46.11,48.0736,3.99,100,100,5.0,RU,1707522565
373,maine soroa,13.2114,12.0241,19.59,15,4,3.53,NE,1707522566
374,maragogi,-9.0122,-35.2225,27.57,77,55,5.82,BR,1707522566
375,thinadhoo,0.5333,72.9333,28.12,70,97,6.6,MV,1707521970
376,redcliff,-19.0333,29.7833,19.12,75,25,2.16,ZW,1707522304
377,galesburg,40.9478,-90.3712,10.37,60,0,3.09,US,1707522566
378,ji'an,27.1172,114.9793,5.08,88,9,0.96,CN,1707522566
379,asind,25.7333,74.3333,11.37,33,0,2.68,IN,1707522567
380,sabang,5.8933,95.3214,28.6,73,54,8.81,ID,1707522567
381,chicoana,-25.1009,-65.5331,20.59,86,84,0.65,AR,1707522567
382,san andres,12.5847,-81.7006,28.01,65,20,4.12,CO,1707522567
383,tvoroyri,61.5556,-6.8111,4.85,57,100,9.19,FO,1707522567
384,reggane,26.7158,0.1714,19.32,11,98,4.91,DZ,1707522567
385,guiuan,11.0333,125.7247,27.04,74,24,7.96,PH,1707522568
386,lisala,2.15,21.5167,24.15,42,79,0.7,CD,1707522568
387,san patricio,28.017,-97.5169,23.97,78,100,5.35,US,1707522568
388,inarajan village,13.2736,144.7484,28.54,80,85,7.08,GU,1707522568
389,estacion santa engracia,24.0159,-99.2015,28.48,37,28,4.47,MX,1707522568
390,maba,24.6841,113.5984,6.12,88,33,0.85,CN,1707522568
391,dronero,44.4657,7.3513,6.7,97,100,0.86,IT,1707522569
392,aykhal,66.0,111.5,-33.36,100,100,1.67,RU,1707522569
393,mossel bay,-34.1831,22.146,17.96,86,71,3.46,ZA,1707522569
394,laguna,38.421,-121.4238,13.16,62,0,4.63,US,1707521973
395,es castell,39.8795,4.2854,14.38,100,100,9.77,ES,1707522569
396,isla vista,34.4133,-119.861,16.86,56,0,3.6,US,1707522569
397,nogliki,51.8333,143.1667,-19.81,99,82,3.58,RU,1707522570
398,gouloure,12.2306,-1.9289,23.85,10,32,4.09,BF,1707522570
399,yigo village,13.5361,144.8886,27.62,73,40,8.75,GU,1707522570
400,sinabang,2.4803,96.3801,26.68,83,99,1.65,ID,1707522570
401,labytnangi,66.6572,66.4183,-24.01,91,62,3.25,RU,1707522570
402,karatas,36.582,35.3701,13.36,79,78,1.36,TR,1707522570
403,hadibu,12.65,54.0333,24.5,74,97,5.25,YE,1707522571
404,ulladulla,-35.35,150.4667,19.39,77,91,3.78,AU,1707522343
405,olyokminsk,60.3736,120.4264,-28.21,100,97,0.87,RU,1707522571
406,niquelandia,-14.4739,-48.4597,22.48,97,100,0.69,BR,1707522571
407,sur,22.5667,59.5289,20.35,69,0,0.99,OM,1707522462
408,pemalang,-6.9,109.3667,26.93,82,29,1.61,ID,1707522571
409,sigli,5.3848,95.9609,26.48,81,13,3.29,ID,1707522571
410,floro,61.5996,5.0328,-1.02,43,88,7.72,NO,1707522572
411,kailua-kona,19.6406,-155.9956,26.98,74,75,4.63,US,1707522572
412,poso,-1.3959,120.7524,27.43,78,91,0.67,ID,1707522572
413,port blair,11.6667,92.75,21.02,94,77,1.03,IN,1707522572
414,north battleford,52.7834,-108.2847,-6.95,63,100,6.69,CA,1707522572
415,sioux center,43.0797,-96.1756,2.44,83,64,0.89,US,1707522573
416,andkhoy,36.9529,65.1238,10.58,35,4,5.18,AF,1707522573
417,sechura,-5.5569,-80.8222,24.87,91,24,7.16,PE,1707522573
418,rawson,-43.3002,-65.1023,22.1,47,52,5.71,AR,1707522403
419,pachino,36.7186,15.0907,14.67,80,100,4.66,IT,1707522573
420,thunder bay,48.4001,-89.3168,0.99,75,100,7.2,CA,1707522573
421,gaspe,48.8334,-64.4819,-3.88,86,75,0.0,CA,1707522337
422,barra,-11.0894,-43.1417,23.31,92,100,2.23,BR,1707522574
423,nynashamn,58.9034,17.9479,-6.61,70,90,5.53,SE,1707522574
424,rong kwang,18.339,100.3174,23.02,79,11,1.58,TH,1707522574
425,rongelap,11.1635,166.8941,26.12,79,98,10.01,MH,1707522460
426,juneau,58.3019,-134.4197,1.0,95,100,8.23,US,1707522574
427,flying fish cove,-10.4217,105.6791,26.82,83,40,1.54,CX,1707522460
428,adrar,20.5022,-10.0711,18.89,10,1,0.45,MR,1707522575
429,la junta,37.985,-103.5438,7.16,52,20,4.12,US,1707522565
430,faribault,44.295,-93.2688,-0.71,81,100,0.0,US,1707522487
431,merizo village,13.2658,144.6691,28.31,80,85,6.97,GU,1707522575
432,betio village,1.358,172.9211,25.02,78,100,4.6,KI,1707522575
433,shingu,33.7333,135.9833,8.82,50,85,1.9,JP,1707522468
434,sault ste. marie,46.5168,-84.3333,2.31,93,100,4.63,CA,1707522575
435,virginia,37.5481,-77.4467,13.08,60,100,3.6,US,1707522539
436,iskateley,67.6803,53.1512,-19.43,90,61,5.36,RU,1707522576
437,itaituba,-4.2761,-55.9836,25.22,96,99,0.81,BR,1707522576
438,tsiombe,-25.3,45.4833,23.66,86,1,2.33,MG,1707522576
439,sheridan,44.8333,-106.9173,3.21,74,100,5.14,US,1707522576
440,blanchard,35.1378,-97.6581,17.05,32,100,4.79,US,1707522576
441,berdigestyakh,62.0989,126.6992,-28.76,99,100,1.33,RU,1707522457
442,priargunsk,50.3691,119.1012,-29.82,100,100,0.93,RU,1707522577
443,maughold,54.2988,-4.3184,7.57,98,100,2.11,IM,1707522577
444,asan-maina village,13.4722,144.7165,28.39,73,40,8.75,GU,1707522577
445,hammerfest,70.6634,23.6821,-6.75,68,0,2.57,NO,1707522577
446,bengkulu,-3.8004,102.2655,24.57,91,99,1.65,ID,1707522577
447,bima,-8.4667,118.7167,27.42,84,47,0.48,ID,1707522577
448,el charco,2.4769,-78.1105,25.38,94,94,1.6,CO,1707522578
449,san francisco de la paz,14.9,-86.2,28.84,62,1,1.08,HN,1707522578
450,minbu,20.1833,94.8833,17.16,45,0,2.24,MM,1707522578
451,namtsy,62.7161,129.6658,-36.43,99,99,0.99,RU,1707522578
452,behshahr,36.6923,53.5526,6.97,50,88,2.06,IR,1707522578
453,sept-iles,50.2001,-66.3821,-3.3,95,100,2.06,CA,1707522578
454,tarinkot,32.6268,65.8733,4.96,37,0,2.74,AF,1707522579
455,ozd,48.2167,20.3,9.76,82,100,2.96,HU,1707522579
456,nefta,33.8731,7.8777,18.8,17,100,7.08,TN,1707522579
457,nizhneudinsk,54.9076,99.0276,-1.4,86,100,1.73,RU,1707522579
458,minas de marcona,-15.2119,-75.1103,23.58,66,23,3.87,PE,1707522463
459,zalingei,12.9096,23.4741,21.45,24,84,1.95,SD,1707522579
460,sokhumi,43.0033,41.0153,11.73,68,87,2.37,GE,1707522579
461,glace bay,46.1969,-59.957,-4.01,93,40,1.54,CA,1707522580
462,tralee,52.2704,-9.7026,5.83,89,26,5.88,IE,1707522580
463,erenhot,43.6475,111.9767,-18.54,97,15,2.82,CN,1707522580
464,ibanda,-2.7974,32.4746,19.32,82,44,0.94,TZ,1707522580
465,iwaki,37.05,140.8833,6.18,75,75,1.42,JP,1707522580
466,aldinga beach,-35.2793,138.4604,24.86,56,2,6.68,AU,1707522580
467,mildura,-34.2,142.15,23.93,52,0,5.11,AU,1707522580
468,choyr,46.3611,108.3611,-20.82,84,14,2.44,MN,1707522581
469,ciudad lazaro cardenas,17.9583,-102.2,26.41,61,1,3.91,MX,1707522462
470,gulf shores,30.246,-87.7008,19.03,83,100,3.6,US,1707522466
471,el porvenir,13.7617,-87.3458,26.63,32,0,1.25,HN,1707522581
472,tura,25.5198,90.2201,9.76,66,0,2.42,IN,1707522324
473,mwene-ditu,-7.0,23.45,19.55,93,88,0.9,CD,1707522581
474,pailon,-17.65,-62.75,25.82,54,51,5.21,BO,1707522582
475,piriapolis,-34.8682,-55.2744,26.12,80,0,6.17,UY,1707522582
476,krasnokamensk,50.0979,118.0369,-26.19,100,94,1.14,RU,1707522582
477,yongchuan,29.3514,105.8947,8.04,73,100,1.0,CN,1707522582
478,desaguadero,-16.5656,-69.0417,9.02,73,69,4.63,PE,1707522582
479,dakhla,23.6848,-15.958,19.35,73,35,4.05,EH,1707522582
480,tanjung pandan,-2.75,107.65,26.02,88,86,3.87,ID,1707522582
481,namdrik,5.5994,168.1028,27.65,78,100,9.29,MH,1707522582
482,payocpoc sur,16.4944,120.3281,25.49,74,23,0.39,PH,1707522583
483,bubaque,11.2833,-15.8333,26.28,80,1,6.73,GW,1707522347
484,launceston,-41.45,147.1667,16.3,47,100,7.2,AU,1707522454
485,zeya,53.75,127.2667,-28.62,99,44,0.78,RU,1707522583
486,lompoc,34.6391,-120.4579,15.99,59,0,7.72,US,1707522456
487,tual,-5.6667,132.75,28.56,82,73,6.72,ID,1707522583
488,awjilah,29.1081,21.2869,13.97,42,0,3.22,LY,1707522583
489,eyl,7.9803,49.8164,25.05,70,46,7.48,SO,1707522584
490,portachuelo,-17.35,-63.4,25.5,68,60,3.63,BO,1707522584
491,conde,-7.2597,-34.9075,28.7,79,40,4.12,BR,1707522584
492,gediz,39.0417,29.41,5.95,82,4,1.99,TR,1707522584
493,pizarro,4.9533,-77.366,26.76,84,59,2.56,CO,1707522584
494,hadithah,34.1397,42.3781,14.07,61,88,5.2,IQ,1707522584
495,ouesso,1.6136,16.0517,24.93,70,91,1.15,CG,1707522584
496,nantucket,41.2835,-70.0995,4.44,93,0,6.17,US,1707522584
497,dar chioukh,34.8964,3.4854,10.1,52,100,10.68,DZ,1707522585
498,nabire,-3.3667,135.4833,28.94,74,82,0.54,ID,1707522585
499,wotje,9.4543,170.2367,26.53,82,100,11.22,MH,1707522585
500,likasi,-10.9814,26.7333,17.24,94,93,1.29,CD,1707522585
501,jutai,-5.1833,-68.9,24.97,95,99,1.17,BR,1707522585
502,turpan,42.9333,89.1667,0.67,56,15,0.68,CN,1707522585
503,boali,4.8005,18.1275,26.23,25,47,2.39,CF,1707522585
504,as sulayyil,20.4607,45.5779,16.14,43,8,4.2,SA,1707522586
505,tomatlan,19.9333,-105.25,25.19,60,5,5.05,MX,1707522586
506,darab,28.7519,54.5444,8.84,35,0,1.22,IR,1707522586
507,cuddalore,11.75,79.75,25.57,77,64,3.24,IN,1707522334
508,prince rupert,54.3161,-130.3201,3.83,93,100,13.38,CA,1707522461
509,monteagudo,-19.8167,-63.9833,20.17,98,100,1.25,BO,1707522586
510,isangel,-19.55,169.2667,29.06,84,75,2.06,VU,1707522586
511,sisimiut,66.9395,-53.6735,-16.74,91,100,4.62,GL,1707522450
512,masterton,-40.9597,175.6575,19.5,53,23,5.74,NZ,1707522586
513,san ignacio,17.1561,-89.0714,28.08,65,20,5.14,BZ,1707522587
514,adam,22.3756,57.5233,16.83,52,30,2.31,OM,1707522587
515,maceio,-9.6658,-35.7353,27.69,83,20,4.12,BR,1707522587
516,pimentel,-6.8367,-79.9342,28.16,65,75,7.72,PE,1707522456
517,turkestan,43.3333,68.25,7.12,62,100,2.49,KZ,1707522587
518,gerash,27.6652,54.1371,8.75,40,1,0.72,IR,1707522587
519,bykhaw,53.5193,30.2469,-4.89,90,100,4.11,BY,1707522587
520,ascension,30.2169,-90.9001,24.12,64,100,2.57,US,1707522587
521,atasu,48.6814,71.6433,1.14,86,74,7.86,KZ,1707522588
522,lamu,-2.2717,40.902,26.63,83,23,5.21,KE,1707522588
523,dachne,44.8833,34.9833,9.11,87,55,6.41,UA,1707522588
524,kyren,51.6828,102.1408,-12.25,81,72,1.34,RU,1707522544
525,shibushi,31.4667,131.105,8.96,61,14,4.91,JP,1707522588
526,maralal,1.0968,36.698,19.24,54,57,2.23,KE,1707522588
527,al burayqah,30.4062,19.5739,15.8,49,3,5.44,LY,1707522588
528,polovinnoye,54.7914,65.9864,-15.2,95,69,4.72,RU,1707522589
529,yermolayevo,52.7167,55.8,-18.97,99,99,2.47,RU,1707522589
530,tobol'sk,58.2,68.2667,-14.5,93,100,5.89,RU,1707522589
531,biebesheim,49.7836,8.4744,11.25,98,100,4.62,DE,1707522589
532,belmonte,-15.8631,-38.8828,23.2,90,100,1.37,BR,1707522589
533,dinguiraye,11.3,-10.7167,25.47,15,6,1.18,GN,1707522589
534,port washington,40.8257,-73.6982,9.01,85,75,4.12,US,1707522305
535,santo antonio dos olivais,40.2082,-8.401,11.11,92,81,4.21,PT,1707522590
536,nizhniy odes,63.6445,54.856,-20.61,100,97,2.54,RU,1707522590
537,antofagasta,-23.65,-70.4,23.6,77,9,3.8,CL,1707522590
538,bonanza,14.0289,-84.591,20.55,78,52,0.79,NI,1707522590
539,dudinka,69.4058,86.1778,-23.51,87,98,2.68,RU,1707522338
540,castillos,-34.1667,-53.8333,23.15,88,91,8.85,UY,1707522590
541,la libertad,-2.2333,-80.9,27.81,83,40,2.06,EC,1707522590
542,hassi messaoud,31.6804,6.0729,20.92,14,40,6.69,DZ,1707522590
543,guerrero negro,27.9769,-114.0611,15.14,62,71,8.43,MX,1707522591
544,kijang,35.2442,129.2139,-0.15,54,33,1.9,KR,1707522591
545,kristiansund,63.1115,7.732,-3.64,54,3,4.63,NO,1707522591
546,cam ranh,11.9214,109.1591,24.98,69,20,4.63,VN,1707522591
547,kangding,30.0513,101.9603,-4.87,59,30,3.93,CN,1707522591
548,marshfield,44.6689,-90.1718,2.49,75,100,6.69,US,1707522591
549,hanceville,34.0607,-86.7675,17.53,93,100,1.3,US,1707522591
550,boende,-0.2167,20.8667,24.26,75,95,1.32,CD,1707522592
551,nurota,40.5614,65.6886,10.25,34,64,3.95,UZ,1707522592
552,richmond,37.5538,-77.4603,13.02,60,100,3.6,US,1707522316
553,vilhena,-12.7406,-60.1458,24.12,94,75,4.12,BR,1707522592
554,coari,-4.085,-63.1414,25.56,92,100,1.1,BR,1707522592
555,rochelle,46.25,-1.0,11.4,93,100,2.57,FR,1707522592
556,christchurch,-43.5333,172.6333,20.3,57,82,3.09,NZ,1707522184
557,nakhodka,42.8333,132.8947,-8.34,73,95,2.04,RU,1707522592
558,cadale,2.7603,46.3222,26.07,85,49,9.91,SO,1707522593
559,aldama,22.9167,-98.0667,25.83,66,0,4.37,MX,1707522593
560,gizo,-8.103,156.8419,26.98,84,100,7.2,SB,1707522593
561,pawni,20.7833,79.6333,17.07,30,1,2.33,IN,1707522593
562,luocheng,29.3848,104.0286,7.11,79,86,1.25,CN,1707522593
563,severo-yeniseyskiy,60.3725,93.0408,-8.01,96,95,2.68,RU,1707522593
564,sydney,-33.8679,151.2073,22.95,76,75,9.77,AU,1707522085
565,mundybash,53.211,87.2983,4.23,83,100,6.03,RU,1707522594
566,eydhafushi,5.1033,73.0708,27.74,73,85,9.16,MV,1707522348
567,shengli,37.4564,118.4856,-0.66,53,3,2.35,CN,1707522594
568,necochea,-38.5473,-58.7368,20.95,97,100,4.36,AR,1707522594
569,forecariah,9.4306,-13.0881,24.04,90,64,1.89,GN,1707522594
570,hwange,-18.3693,26.5019,22.82,69,27,0.97,ZW,1707522594
571,sao vicente,-23.9631,-46.3919,29.1,54,85,3.58,BR,1707522595
572,dalnerechensk,45.9339,133.7225,-15.83,95,99,1.07,RU,1707522595
573,kralendijk,12.15,-68.2667,26.99,69,40,6.17,BQ,1707522590
574,east london,-33.0153,27.9116,20.7,61,65,7.81,ZA,1707522449
575,kalevala,65.2,31.1667,-12.73,84,100,2.24,RU,1707522595
576,conceicao da barra,-18.5933,-39.7322,22.77,93,23,2.49,BR,1707522595
577,daye,30.0833,114.95,6.21,77,2,2.37,CN,1707522595
578,urzhar,47.093,81.6294,-3.3,79,54,1.91,KZ,1707522596
579,greymouth,-42.4667,171.2,15.59,66,99,3.25,NZ,1707522462
580,lieksa,63.3167,30.0167,-12.15,96,100,1.97,FI,1707522596
581,altai,46.3722,96.2583,-12.26,48,25,1.32,MN,1707522596
582,lospalos,-8.5186,127.0025,26.52,75,73,4.61,TL,1707522596
583,toksovo,60.1532,30.5165,-12.45,86,98,0.82,RU,1707522596
584,saldanha,-33.0117,17.9442,18.25,83,0,6.83,ZA,1707522596
585,kongolo,-5.3833,27.0,22.23,95,99,0.39,CD,1707522596
586,morant bay,17.8815,-76.4093,27.79,76,6,4.9,JM,1707522597
587,kondrovo,54.8064,35.9278,-17.73,100,73,0.79,RU,1707522597
588,dzuunharaa,48.8523,106.4579,-16.75,86,53,2.18,MN,1707522473
589,coquimbo,-29.9533,-71.3436,18.85,88,40,3.6,CL,1707522309
590,kachug,53.9606,105.8817,-13.3,97,100,0.89,RU,1707522597
591,shushenskoye,53.325,91.9356,-5.61,85,100,2.37,RU,1707522597
592,moratuwa,6.773,79.8816,22.01,89,49,2.63,LK,1707522598
593,crane,31.3974,-102.3501,16.55,21,100,2.23,US,1707522470
594,thoubal,24.6333,94.0167,5.53,71,2,0.15,IN,1707522598
595,imperatriz,-5.5264,-47.4917,23.5,98,100,0.99,BR,1707522598
596,virginia beach,36.8529,-75.978,12.79,67,100,3.09,US,1707521843
597,paita,-5.0892,-81.1144,25.99,84,58,5.68,PE,1707522598
598,fort st. john,56.2499,-120.8529,-7.06,73,75,2.06,CA,1707522306
599,black river,18.0264,-77.8487,21.42,80,30,1.06,JM,1707522598
600,terrace,54.5163,-128.6035,-1.55,86,100,0.0,CA,1707522599
601,yorkton,51.2167,-102.4677,-3.09,86,100,4.12,CA,1707522599
602,sao joao da barra,-21.6403,-41.0511,26.05,84,4,3.8,BR,1707522599
603,nikolayevsk-on-amure,53.1406,140.73,-17.0,94,82,1.27,RU,1707522599
604,ola,59.5833,151.2833,-26.6,82,24,3.3,RU,1707522599
605,mahanoro,-19.9,48.8,23.52,100,100,0.78,MG,1707522599
606,cheremukhovo,60.3484,59.9851,-9.54,93,100,2.85,RU,1707522599
607,sen monorom,12.45,107.2,19.5,71,8,5.2,KH,1707522599
608,tuy hoa,13.0833,109.3,22.33,88,98,3.89,VN,1707522600
609,seminole,28.7086,-81.2081,23.2,69,100,2.57,US,1707522601
610,lockwood,45.8191,-108.4149,0.79,79,100,7.72,US,1707522601
611,mermoz boabab,14.7065,-17.4758,23.31,88,0,4.12,SN,1707522601
612,souillac,-20.5167,57.5167,26.21,78,75,4.12,MU,1707522601
613,habra,22.8344,88.6275,13.94,50,1,2.56,IN,1707522602
614,brookings,44.3114,-96.7984,-0.53,89,100,6.69,US,1707522469
